Name,Email,Financial Status,Paid at,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku,Billing Name,Billing City,Billing Province,Billing Zip,Billing Country,Shipping Name,Shipping City,Shipping Province,Shipping Zip,Shipping Country
#JC1236,martin.martinez@yahoo.com,paid,2025-05-04T01:57:10-08:00,USD,26.99,7.99,1.35,33.63,WELCOME10,2.7,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Martin Martinez,Prestonmouth,SC,51179,US,Martin Martinez,Prestonmouth,SC,51179,US
#JC1237,matthew.lopez@hotmail.com,paid,2025-06-30T20:53:43-05:00,USD,26.99,0.0,2.1,29.09,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Matthew Lopez,Richardsonhaven,MA,35460,US,Matthew Lopez,Richardsonhaven,MA,35460,US
#JC1238,laurie.acosta@gmail.com,paid,2025-06-19T15:59:32-06:00,USD,24.99,9.99,1.77,36.75,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Laurie Acosta,Morrisonburgh,IL,71997,US,Laurie Acosta,Morrisonburgh,IL,71997,US
#JC1238,laurie.acosta@gmail.com,paid,2025-06-19T15:59:32-06:00,USD,59.99,5.99,3.82,69.8,,0.0,1,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Laurie Acosta,Morrisonburgh,IL,71997,US,Laurie Acosta,Morrisonburgh,IL,71997,US
#JC1239,kelly.garcia@yahoo.com,paid,2025-12-10T14:51:08-06:00,USD,119.98,5.99,7.2,133.17,,0.0,2,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Kelly Garcia,Kirkchester,SC,22343,US,Kelly Garcia,Kirkchester,SC,22343,US
#JC1239,kelly.garcia@yahoo.com,paid,2025-12-10T14:51:08-06:00,USD,19.99,7.99,1.69,29.67,,0.0,1,Travel Mug,19.99,travel-mug,Kelly Garcia,Kirkchester,SC,22343,US,Kelly Garcia,Kirkchester,SC,22343,US
#JC1240,hannah.bell@gmail.com,paid,2025-12-05T22:41:11-07:00,USD,26.99,7.99,2.53,37.51,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Hannah Bell,Christinachester,LA,36487,US,Hannah Bell,Christinachester,LA,36487,US
#JC1241,danielle.moody@gmail.com,paid,2025-06-01T16:06:01-08:00,USD,26.99,5.99,2.48,35.46,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Danielle Moody,Lake Danastad,MN,67752,US,Danielle Moody,Lake Danastad,MN,67752,US
#JC1242,laurie.shelton@gmail.com,paid,2025-10-10T06:48:34-05:00,USD,39.98,9.99,2.47,52.44,,0.0,2,Travel Mug,19.99,travel-mug,Laurie Shelton,Port Cathy,MA,57933,US,Laurie Shelton,Port Cathy,MA,57933,US
#JC1243,austin.jones@hotmail.com,paid,2025-11-26T22:18:44-05:00,USD,27.99,7.99,1.68,37.66,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Austin Jones,Michaelshire,WA,04745,US,Austin Jones,Michaelshire,WA,04745,US
#JC1244,cassie.shelton@yahoo.com,paid,2025-11-28T14:53:14-07:00,USD,54.99,5.99,4.59,57.32,SUMMER15,8.25,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Cassie Shelton,Scottland,MO,75726,US,Cassie Shelton,Scottland,MO,75726,US
#JC1244,cassie.shelton@yahoo.com,paid,2025-11-28T14:53:14-07:00,USD,55.98,0.0,3.28,50.86,SUMMER15,8.4,2,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Cassie Shelton,Scottland,MO,75726,US,Cassie Shelton,Scottland,MO,75726,US
#JC1245,,paid,2025-06-18T08:08:10-07:00,USD,109.98,7.99,8.19,126.16,,0.0,2,Original Concentrate 18oz,54.99,original-concentrate-18oz,Devin Richardson,Johnville,MA,03897,US,Devin Richardson,Johnville,MA,03897,US
#JC1245,,paid,2025-06-18T08:08:10-07:00,USD,54.99,7.99,2.95,65.93,,0.0,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Devin Richardson,Johnville,MA,03897,US,Devin Richardson,Johnville,MA,03897,US
#JC1246,jill.porter@yahoo.com,paid,2025-10-17T07:11:33-05:00,USD,59.99,7.99,3.26,59.24,SUBSCRIBE20,12.0,1,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Jill Porter,West Kimberlymouth,IL,28625,US,Jill Porter,West Kimberlymouth,IL,28625,US
#JC1247,wendy.mitchell@yahoo.com,paid,2025-03-25T19:33:30-05:00,USD,104.97,7.99,7.25,120.21,,0.0,3,Cold Brew Kit,34.99,cold-brew-kit,Wendy Mitchell,North Derek,VA,10207,US,Wendy Mitchell,North Derek,VA,10207,US
#JC1248,shannon.roach@yahoo.com,refunded,,USD,119.98,5.99,7.92,133.89,,0.0,2,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Shannon Roach,Port Evelynmouth,IN,88036,US,Shannon Roach,Port Evelynmouth,IN,88036,US
#JC1248,shannon.roach@yahoo.com,refunded,,USD,62.99,0.0,3.68,66.67,,0.0,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Shannon Roach,Port Evelynmouth,IN,88036,US,Shannon Roach,Port Evelynmouth,IN,88036,US
#JC1249,michael.brown@hotmail.com,paid,2025-12-18T17:00:40-05:00,USD,39.98,9.99,2.3,40.28,FLASH30,11.99,2,Travel Mug,19.99,travel-mug,Michael Brown,Patriciaburgh,CO,93799,US,Michael Brown,Patriciaburgh,CO,93799,US
#JC1249,michael.brown@hotmail.com,paid,2025-12-18T17:00:40-05:00,USD,53.98,5.99,1.93,45.71,FLASH30,16.19,2,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Michael Brown,Patriciaburgh,CO,93799,US,Michael Brown,Patriciaburgh,CO,93799,US
#JC1250,jenna.graves@gmail.com,paid,2025-10-02T02:04:03-06:00,USD,62.99,9.99,4.52,77.5,,0.0,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Jenna Graves,Williamville,MO,26843,US,Jenna Graves,Williamville,MO,26843,US
#JC1251,laura.young@yahoo.com,paid,2025-01-22T03:34:00-05:00,USD,19.99,7.99,1.61,29.59,,0.0,1,Travel Mug,19.99,travel-mug,Laura Young,West Angelastad,MD,61764,US,Laura Young,West Angelastad,MD,61764,US
#JC1252,linda.arnold@hotmail.com,paid,2025-04-30T14:24:25-05:00,USD,27.99,5.99,1.82,35.8,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Linda Arnold,North Kylefort,MO,69404,US,Linda Arnold,North Kylefort,MO,69404,US
#JC1253,robert.ortiz@hotmail.com,paid,2025-12-31T23:41:23-05:00,USD,24.99,0.0,1.63,26.62,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Robert Ortiz,East Teresaland,MO,59480,US,Robert Ortiz,East Teresaland,MO,59480,US
#JC1254,steven.holmes@gmail.com,paid,2025-10-29T23:22:13-08:00,USD,54.99,0.0,3.82,45.06,HOLIDAY25,13.75,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Steven Holmes,Port Tammy,OK,57205,US,Steven Holmes,Port Tammy,OK,57205,US
#JC1255,wesley.oneill@gmail.com,paid,2025-12-18T14:41:35-05:00,USD,54.99,5.99,3.02,64.0,,0.0,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Wesley Oneill,West Fred,FL,42792,US,Wesley Oneill,West Fred,FL,42792,US
#JC1256,sarah.perez@hotmail.com,paid,2025-09-29T06:20:31-08:00,USD,26.99,9.99,1.58,38.56,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Sarah Perez,Meghanview,MN,26230,US,Sarah Perez,Meghanview,MN,26230,US
#JC1257,cynthia.pierce@gmail.com,paid,2025-05-26T07:45:47-08:00,USD,27.99,7.99,2.08,38.06,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Cynthia Pierce,Christinaland,VA,66374,US,Cynthia Pierce,Christinaland,VA,66374,US
#JC1258,danielle.vargas@hotmail.com,paid,2025-02-21T19:05:53-07:00,USD,109.98,0.0,9.96,119.94,,0.0,2,Original Concentrate 18oz,54.99,original-concentrate-18oz,Danielle Vargas,East Donna,PA,94955,US,Danielle Vargas,East Donna,PA,94955,US
#JC1258,danielle.vargas@hotmail.com,paid,2025-02-21T19:05:53-07:00,USD,27.99,5.99,2.67,36.65,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Danielle Vargas,East Donna,PA,94955,US,Danielle Vargas,East Donna,PA,94955,US
#JC1259,rachel.morgan@hotmail.com,paid,2025-08-18T17:30:41-06:00,USD,26.99,0.0,1.57,20.46,FLASH30,8.1,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Rachel Morgan,Port Michelleland,GA,06459,US,Rachel Morgan,Port Michelleland,GA,06459,US
#JC1259,rachel.morgan@hotmail.com,paid,2025-08-18T17:30:41-06:00,USD,39.98,5.99,2.46,36.44,FLASH30,11.99,2,Travel Mug,19.99,travel-mug,Rachel Morgan,Port Michelleland,GA,06459,US,Rachel Morgan,Port Michelleland,GA,06459,US
#JC1260,stacy.wise@yahoo.com,paid,2025-02-06T05:36:36-06:00,USD,24.99,7.99,1.73,34.71,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Stacy Wise,Port Ashley,TN,81517,US,Stacy Wise,Port Ashley,TN,81517,US
#JC1260,stacy.wise@yahoo.com,paid,2025-02-06T05:36:36-06:00,USD,55.98,0.0,2.91,58.89,,0.0,2,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Stacy Wise,Port Ashley,TN,81517,US,Stacy Wise,Port Ashley,TN,81517,US
#JC1260,stacy.wise@yahoo.com,paid,2025-02-06T05:36:36-06:00,USD,26.99,0.0,2.3,29.29,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Stacy Wise,Port Ashley,TN,81517,US,Stacy Wise,Port Ashley,TN,81517,US
#JC1261,danielle.jimenez@hotmail.com,paid,2025-07-27T08:53:47-07:00,USD,53.98,7.99,3.71,65.68,,0.0,2,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Danielle Jimenez,Dawnport,MD,63801,US,Danielle Jimenez,Dawnport,MD,63801,US
#JC1262,john.aguirre@yahoo.com,paid,2025-12-17T12:22:52-07:00,USD,24.99,7.99,1.51,34.49,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,John Aguirre,Shawnton,TN,21220,US,John Aguirre,Shawnton,TN,21220,US
#JC1262,john.aguirre@yahoo.com,paid,2025-12-17T12:22:52-07:00,USD,34.99,7.99,2.8,45.78,,0.0,1,Cold Brew Kit,34.99,cold-brew-kit,John Aguirre,Shawnton,TN,21220,US,John Aguirre,Shawnton,TN,21220,US
#JC1263,scott.washington@gmail.com,paid,2025-11-22T07:26:51-07:00,USD,26.99,5.99,2.12,35.1,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Scott Washington,Catherinemouth,TN,94658,US,Scott Washington,Catherinemouth,TN,94658,US
#JC1263,scott.washington@gmail.com,paid,2025-11-22T07:26:51-07:00,USD,26.99,0.0,2.55,29.54,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Scott Washington,Catherinemouth,TN,94658,US,Scott Washington,Catherinemouth,TN,94658,US
#JC1264,luis.travis@yahoo.com,paid,2025-03-06T08:59:11-08:00,USD,19.99,9.99,1.87,31.85,,0.0,1,Travel Mug,19.99,travel-mug,Luis Travis,Andersonstad,MD,68000,US,Luis Travis,Andersonstad,MD,68000,US
#JC1264,luis.travis@yahoo.com,paid,2025-03-06T08:59:11-08:00,USD,27.99,9.99,2.24,40.22,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Luis Travis,Andersonstad,MD,68000,US,Luis Travis,Andersonstad,MD,68000,US
#JC1265,anna.flores@yahoo.com,paid,2025-11-27T05:39:42-07:00,USD,26.99,0.0,1.37,28.36,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Anna Flores,West Shannonberg,MN,13190,US,Anna Flores,West Shannonberg,MN,13190,US
#JC1266,brent.dougherty@hotmail.com,paid,2025-07-30T16:43:26-06:00,USD,26.99,9.99,1.57,30.45,FLASH30,8.1,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Brent Dougherty,Wrightburgh,IL,43418,US,Brent Dougherty,Wrightburgh,IL,43418,US
#JC1267,sarah.griffith@gmail.com,paid,2025-12-18T00:57:49-08:00,USD,119.98,7.99,9.54,137.51,,0.0,2,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Sarah Griffith,South Wendy,VA,61687,US,Sarah Griffith,South Wendy,VA,61687,US
#JC1267,sarah.griffith@gmail.com,paid,2025-12-18T00:57:49-08:00,USD,53.98,0.0,3.85,57.83,,0.0,2,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Sarah Griffith,South Wendy,VA,61687,US,Sarah Griffith,South Wendy,VA,61687,US
#JC1268,victor.parker@gmail.com,paid,2025-04-25T07:58:54-05:00,USD,26.99,0.0,1.67,25.96,WELCOME10,2.7,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Victor Parker,South Williambury,CT,28700,US,Victor Parker,South Williambury,CT,28700,US
#JC1269,brandy.williams@yahoo.com,paid,2025-03-26T10:26:23-05:00,USD,26.99,9.99,2.37,39.35,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Brandy Williams,Harperfort,CO,37954,US,Brandy Williams,Harperfort,CO,37954,US
#JC1270,amanda.boone@yahoo.com,paid,2025-06-26T17:30:11-07:00,USD,53.98,0.0,4.72,58.7,,0.0,2,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Amanda Boone,West Jessica,TN,53356,US,Amanda Boone,West Jessica,TN,53356,US
#JC1271,michael.morales@hotmail.com,paid,2025-06-23T05:06:13-08:00,USD,179.97,0.0,16.23,196.2,,0.0,3,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Michael Morales,West Angela,KY,10138,US,Michael Morales,West Angela,KY,10138,US
#JC1272,paul.cole@hotmail.com,paid,2025-11-16T19:27:05-05:00,USD,24.99,7.99,2.14,35.12,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Paul Cole,Marciaville,VA,17365,US,Paul Cole,Marciaville,VA,17365,US
#JC1273,,paid,2025-08-31T05:40:31-08:00,USD,62.99,5.99,3.69,53.77,FLASH30,18.9,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Theresa Long,Kariborough,OK,79467,US,Theresa Long,Kariborough,OK,79467,US
#JC1273,,paid,2025-08-31T05:40:31-08:00,USD,26.99,0.0,1.87,20.76,FLASH30,8.1,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Theresa Long,Kariborough,OK,79467,US,Theresa Long,Kariborough,OK,79467,US
#JC1274,william.porter@gmail.com,paid,2025-02-09T12:22:42-08:00,USD,55.98,7.99,3.4,61.77,WELCOME10,5.6,2,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,William Porter,East Jenniferfort,OH,68570,US,William Porter,East Jenniferfort,OH,68570,US
#JC1275,stephen.obrien@hotmail.com,paid,2025-11-08T19:12:29-08:00,USD,26.99,0.0,2.43,29.42,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Stephen Obrien,West Sarah,NC,42251,US,Stephen Obrien,West Sarah,NC,42251,US
#JC1276,francisco.ewing@hotmail.com,paid,2025-12-29T17:52:50-07:00,USD,27.99,9.99,2.65,40.63,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Francisco Ewing,Brittneyhaven,WA,67310,US,Francisco Ewing,Brittneyhaven,WA,67310,US
#JC1277,amanda.erickson@yahoo.com,paid,2025-11-16T03:16:04-08:00,USD,54.99,7.99,3.43,66.41,,0.0,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Amanda Erickson,Cabrerastad,GA,43917,US,Amanda Erickson,Cabrerastad,GA,43917,US
#JC1277,amanda.erickson@yahoo.com,paid,2025-11-16T03:16:04-08:00,USD,26.99,7.99,1.45,36.43,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Amanda Erickson,Cabrerastad,GA,43917,US,Amanda Erickson,Cabrerastad,GA,43917,US
#JC1278,emily.whitney@hotmail.com,paid,2025-12-16T10:22:13-07:00,USD,34.99,5.99,2.57,36.55,SUBSCRIBE20,7.0,1,Cold Brew Kit,34.99,cold-brew-kit,Emily Whitney,Lauratown,AL,78739,US,Emily Whitney,Lauratown,AL,78739,US
#JC1278,emily.whitney@hotmail.com,paid,2025-12-16T10:22:13-07:00,USD,53.98,7.99,2.5,53.67,SUBSCRIBE20,10.8,2,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Emily Whitney,Lauratown,AL,78739,US,Emily Whitney,Lauratown,AL,78739,US
#JC1279,thomas.coffey@hotmail.com,paid,2025-02-03T21:42:31-05:00,USD,19.99,7.99,1.49,29.47,,0.0,1,Travel Mug,19.99,travel-mug,Thomas Coffey,Lake Brett,MO,63474,US,Thomas Coffey,Lake Brett,MO,63474,US
#JC1279,thomas.coffey@hotmail.com,paid,2025-02-03T21:42:31-05:00,USD,179.97,7.99,12.58,200.54,,0.0,3,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Thomas Coffey,Lake Brett,MO,63474,US,Thomas Coffey,Lake Brett,MO,63474,US
#JC1279,thomas.coffey@hotmail.com,paid,2025-02-03T21:42:31-05:00,USD,53.98,5.99,2.84,62.81,,0.0,2,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Thomas Coffey,Lake Brett,MO,63474,US,Thomas Coffey,Lake Brett,MO,63474,US
#JC1280,george.fuller@hotmail.com,paid,2025-11-16T17:02:32-07:00,USD,26.99,5.99,1.86,34.84,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,George Fuller,Hernandezbury,MN,04639,US,George Fuller,Hernandezbury,MN,04639,US
#JC1280,george.fuller@hotmail.com,paid,2025-11-16T17:02:32-07:00,USD,24.99,7.99,2.01,34.99,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,George Fuller,Hernandezbury,MN,04639,US,George Fuller,Hernandezbury,MN,04639,US
#JC1281,ashley.graves@gmail.com,paid,2025-04-18T08:15:17-08:00,USD,26.99,9.99,1.19,31.42,HOLIDAY25,6.75,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Ashley Graves,South Leeberg,NJ,54628,US,Ashley Graves,South Leeberg,NJ,54628,US
#JC1282,hannah.jenkins@hotmail.com,paid,2025-02-19T21:14:52-05:00,USD,80.97,5.99,5.96,92.92,,0.0,3,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Hannah Jenkins,Salaston,KY,93008,US,Hannah Jenkins,Salaston,KY,93008,US
#JC1283,devin.clark@yahoo.com,paid,2025-01-14T15:08:57-07:00,USD,19.99,7.99,1.33,27.31,WELCOME10,2.0,1,Travel Mug,19.99,travel-mug,Devin Clark,Foxmouth,MI,23200,US,Devin Clark,Foxmouth,MI,23200,US
#JC1284,steve.patel@hotmail.com,paid,2025-09-15T23:21:16-07:00,USD,26.99,5.99,2.67,35.65,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Steve Patel,Ericaview,MO,80464,US,Steve Patel,Ericaview,MO,80464,US
#JC1284,steve.patel@hotmail.com,paid,2025-09-15T23:21:16-07:00,USD,24.99,7.99,2.09,35.07,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Steve Patel,Ericaview,MO,80464,US,Steve Patel,Ericaview,MO,80464,US
#JC1284,steve.patel@hotmail.com,paid,2025-09-15T23:21:16-07:00,USD,24.99,9.99,2.36,37.34,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Steve Patel,Ericaview,MO,80464,US,Steve Patel,Ericaview,MO,80464,US
#JC1285,todd.bernard@yahoo.com,paid,2025-05-10T14:40:09-06:00,USD,26.99,5.99,1.81,34.79,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Todd Bernard,Jeffreyport,UT,38381,US,Todd Bernard,Jeffreyport,UT,38381,US
#JC1286,janet.vaughn@yahoo.com,paid,2025-05-21T09:45:17-08:00,USD,44.99,0.0,2.53,47.52,,0.0,1,Starter Kit,44.99,starter-kit,Janet Vaughn,Timothyside,MA,95090,US,Janet Vaughn,Timothyside,MA,95090,US
#JC1286,janet.vaughn@yahoo.com,paid,2025-05-21T09:45:17-08:00,USD,27.99,7.99,2.72,38.7,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Janet Vaughn,Timothyside,MA,95090,US,Janet Vaughn,Timothyside,MA,95090,US
#JC1287,joshua.martinez@hotmail.com,paid,2025-10-03T06:10:25-05:00,USD,59.99,7.99,4.85,72.83,,0.0,1,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Joshua Martinez,Huangfurt,UT,45738,US,Joshua Martinez,Huangfurt,UT,45738,US
#JC1287,joshua.martinez@hotmail.com,paid,2025-10-03T06:10:25-05:00,USD,24.99,9.99,1.64,36.62,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Joshua Martinez,Huangfurt,UT,45738,US,Joshua Martinez,Huangfurt,UT,45738,US
#JC1288,stephanie.ballard@yahoo.com,paid,2025-04-10T14:40:08-06:00,USD,59.99,7.99,4.64,72.62,,0.0,1,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Stephanie Ballard,West Stephanieland,IL,45899,US,Stephanie Ballard,West Stephanieland,IL,45899,US
#JC1289,sandra.douglas@hotmail.com,paid,2025-02-23T17:11:37-08:00,USD,26.99,5.99,2.43,35.41,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Sandra Douglas,Lewisside,CO,36038,US,Sandra Douglas,Lewisside,CO,36038,US
#JC1289,sandra.douglas@hotmail.com,paid,2025-02-23T17:11:37-08:00,USD,26.99,7.99,1.91,36.89,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Sandra Douglas,Lewisside,CO,36038,US,Sandra Douglas,Lewisside,CO,36038,US
#JC1290,sarah.horton@gmail.com,paid,2025-03-01T00:33:52-06:00,USD,59.99,9.99,5.39,75.37,,0.0,1,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Sarah Horton,New Joycebury,TN,32280,US,Sarah Horton,New Joycebury,TN,32280,US
#JC1291,brent.stein@gmail.com,paid,2025-08-26T00:35:23-06:00,USD,53.98,5.99,3.41,63.38,,0.0,2,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Brent Stein,North Craig,MO,43793,US,Brent Stein,North Craig,MO,43793,US
#JC1292,jennifer.garcia@gmail.com,paid,2025-06-08T16:48:51-07:00,USD,26.99,9.99,1.97,36.25,WELCOME10,2.7,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Jennifer Garcia,New Tiffanyburgh,AL,53835,US,Jennifer Garcia,New Tiffanyburgh,AL,53835,US
#JC1293,denise.gilmore@yahoo.com,paid,2025-04-20T15:12:20-05:00,USD,49.99,0.0,3.08,53.07,,0.0,1,Variety Pack,49.99,variety-pack,Denise Gilmore,Santosport,MO,42597,US,Denise Gilmore,Santosport,MO,42597,US
#JC1294,justin.brown@gmail.com,paid,2025-03-16T06:21:26-07:00,USD,26.99,9.99,1.45,38.43,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Justin Brown,New Joanne,TN,05389,US,Justin Brown,New Joanne,TN,05389,US
#JC1294,justin.brown@gmail.com,paid,2025-03-16T06:21:26-07:00,USD,62.99,5.99,5.97,74.95,,0.0,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Justin Brown,New Joanne,TN,05389,US,Justin Brown,New Joanne,TN,05389,US
#JC1294,justin.brown@gmail.com,paid,2025-03-16T06:21:26-07:00,USD,26.99,9.99,2.47,39.45,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Justin Brown,New Joanne,TN,05389,US,Justin Brown,New Joanne,TN,05389,US
#JC1295,robin.thompson@gmail.com,paid,2025-02-25T22:15:24-08:00,USD,27.99,7.99,2.17,32.55,SUBSCRIBE20,5.6,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Robin Thompson,Port Randyfort,TX,24921,US,Robin Thompson,Port Randyfort,TX,24921,US
#JC1296,sharon.hayden@yahoo.com,paid,2025-03-24T01:47:59-05:00,USD,59.99,9.99,3.18,61.16,SUBSCRIBE20,12.0,1,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Sharon Hayden,North Kennethville,CO,44415,US,Sharon Hayden,North Kennethville,CO,44415,US
#JC1297,,paid,2025-03-09T18:07:25-06:00,USD,119.98,5.99,6.95,132.92,,0.0,2,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Justin Hays,Smallberg,TX,66589,US,Justin Hays,Smallberg,TX,66589,US
#JC1298,taylor.lee@gmail.com,paid,2025-02-20T10:59:48-05:00,USD,179.97,7.99,13.81,174.77,SUMMER15,27.0,3,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Taylor Lee,Franciscomouth,CO,85473,US,Taylor Lee,Franciscomouth,CO,85473,US
#JC1299,jonathan.lopez@hotmail.com,paid,2025-06-07T00:44:24-07:00,USD,26.99,5.99,2.08,35.06,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Jonathan Lopez,Krystalshire,NC,88896,US,Jonathan Lopez,Krystalshire,NC,88896,US
#JC1299,jonathan.lopez@hotmail.com,paid,2025-06-07T00:44:24-07:00,USD,26.99,9.99,1.72,38.7,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Jonathan Lopez,Krystalshire,NC,88896,US,Jonathan Lopez,Krystalshire,NC,88896,US
#JC1300,katherine.thompson@hotmail.com,paid,2025-11-30T17:10:04-06:00,USD,59.99,0.0,3.4,45.39,FLASH30,18.0,1,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Katherine Thompson,Wilcoxhaven,OR,43483,US,Katherine Thompson,Wilcoxhaven,OR,43483,US
#JC1301,christopher.caldwell@gmail.com,paid,2025-05-20T07:20:46-05:00,USD,54.99,9.99,4.51,69.49,,0.0,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Christopher Caldwell,South Marcus,MO,33013,US,Christopher Caldwell,South Marcus,MO,33013,US
#JC1301,christopher.caldwell@gmail.com,paid,2025-05-20T07:20:46-05:00,USD,59.99,0.0,3.13,63.12,,0.0,1,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Christopher Caldwell,South Marcus,MO,33013,US,Christopher Caldwell,South Marcus,MO,33013,US
#JC1302,adam.reyes@yahoo.com,paid,2025-12-06T01:12:06-08:00,USD,39.98,7.99,2.1,50.07,,0.0,2,Travel Mug,19.99,travel-mug,Adam Reyes,Stephanieport,TX,76845,US,Adam Reyes,Stephanieport,TX,76845,US
#JC1303,jennifer.smith@hotmail.com,paid,2025-03-23T02:00:59-06:00,USD,49.98,7.99,3.14,46.12,FLASH30,14.99,2,Original Concentrate 6oz,24.99,original-concentrate-6oz,Jennifer Smith,Heatherton,UT,88029,US,Jennifer Smith,Heatherton,UT,88029,US
